期号,日期,红球,蓝球,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,red_sum,red_span,red_odd_count,red_even_count,blue_sum,blue_span,blue_odd_count,blue_even_count,red_zone1_count,red_zone2_count,red_zone3_count,blue_big_count,blue_small_count
8119,2008-10-11,"01,02,10,19,27","01,11",1,2,10,19,27,1,11,59,26,3,2,12,10,2,0,3,1,1,1,1
8120,2008-10-13,"21,23,24,25,32","03,04",21,23,24,25,32,3,4,125,11,3,2,7,1,1,1,0,3,2,0,2
8121,2008-10-15,"11,23,24,32,35","04,10",11,23,24,32,35,4,10,125,24,3,2,14,6,0,2,1,2,2,1,1
8122,2008-10-18,"03,06,12,20,29","09,12",3,6,12,20,29,9,12,70,26,2,3,21,3,1,1,3,1,1,2,0
8123,2008-10-20,"01,06,12,28,31","08,09",1,6,12,28,31,8,9,78,30,2,3,17,1,1,1,3,0,2,2,0
8124,2008-10-22,"02,10,13,29,33","06,10",2,10,13,29,33,6,10,87,31,3,2,16,4,0,2,2,1,2,1,1
8125,2008-10-25,"01,04,28,33,34","06,11",1,4,28,33,34,6,11,100,33,2,3,17,5,1,1,2,0,3,1,1
8126,2008-10-27,"09,29,32,34,35","01,08",9,29,32,34,35,1,8,139,26,3,2,9,7,1,1,1,0,4,1,1
8127,2008-10-29,"08,21,22,31,33","01,07",8,21,22,31,33,1,7,115,25,3,2,8,6,2,0,1,2,2,1,1
8128,2008-11-01,"12,15,23,24,25","10,11",12,15,23,24,25,10,11,99,13,3,2,21,1,1,1,1,3,1,2,0
8129,2008-11-03,"13,16,20,25,27","04,05",13,16,20,25,27,4,5,101,14,3,2,9,1,1,1,0,3,2,0,2
8130,2008-11-05,"03,05,22,29,34","07,12",3,5,22,29,34,7,12,93,31,3,2,19,5,1,1,2,1,2,2,0
8131,2008-11-08,"08,09,12,21,32","07,11",8,9,12,21,32,7,11,82,24,2,3,18,4,2,0,3,1,1,2,0
8132,2008-11-10,"06,14,24,27,29","05,09",6,14,24,27,29,5,9,100,23,2,3,14,4,2,0,1,2,2,1,1
8133,2008-11-12,"10,12,15,33,35","03,09",10,12,15,33,35,3,9,105,25,3,2,12,6,2,0,2,1,2,1,1
8134,2008-11-15,"11,13,15,28,35","08,10",11,13,15,28,35,8,10,102,24,4,1,18,2,0,2,1,2,2,2,0
8135,2008-11-17,"07,22,25,29,33","01,12",7,22,25,29,33,1,12,116,26,4,1,13,11,1,1,1,1,3,1,1
8136,2008-11-19,"03,28,29,32,34","01,06",3,28,29,32,34,1,6,126,31,2,3,7,5,1,1,1,0,4,0,2
8137,2008-11-22,"01,10,25,32,35","05,09",1,10,25,32,35,5,9,103,34,3,2,14,4,2,0,2,0,3,1,1
8138,2008-11-24,"04,05,18,22,35","07,08",4,5,18,22,35,7,8,84,31,2,3,15,1,1,1,2,2,1,2,0
8139,2008-11-26,"01,06,10,14,22","06,08",1,6,10,14,22,6,8,53,21,1,4,14,2,0,2,3,2,0,1,1
8140,2008-11-29,"02,09,11,29,32","08,09",2,9,11,29,32,8,9,83,30,3,2,17,1,1,1,3,0,2,2,0
8141,2008-12-01,"09,15,18,30,34","04,05",9,15,18,30,34,4,5,106,25,2,3,9,1,1,1,1,2,2,0,2
8142,2008-12-03,"06,18,21,30,35","08,09",6,18,21,30,35,8,9,110,29,2,3,17,1,1,1,1,2,2,2,0
8143,2008-12-06,"01,02,22,29,32","01,04",1,2,22,29,32,1,4,86,31,2,3,5,3,1,1,2,1,2,0,2
8144,2008-12-08,"10,19,27,28,33","05,12",10,19,27,28,33,5,12,117,23,3,2,17,7,1,1,1,1,3,1,1
8145,2008-12-10,"05,16,27,29,30","05,11",5,16,27,29,30,5,11,107,25,3,2,16,6,2,0,1,1,3,1,1
8146,2008-12-13,"09,23,24,26,33","07,12",9,23,24,26,33,7,12,115,24,3,2,19,5,1,1,1,2,2,2,0
8147,2008-12-15,"16,18,19,24,35","11,12",16,18,19,24,35,11,12,112,19,2,3,23,1,1,1,0,4,1,2,0
8148,2008-12-17,"03,07,20,33,35","04,07",3,7,20,33,35,4,7,98,32,4,1,11,3,1,1,2,1,2,1,1
8149,2008-12-20,"02,05,06,27,29","03,04",2,5,6,27,29,3,4,69,27,3,2,7,1,1,1,3,0,2,0,2
8150,2008-12-22,"01,09,10,15,25","03,08",1,9,10,15,25,3,8,60,24,4,1,11,5,1,1,3,1,1,1,1
8151,2008-12-24,"07,10,27,31,34","08,09",7,10,27,31,34,8,9,109,27,3,2,17,1,1,1,2,0,3,2,0
8152,2008-12-27,"03,05,14,20,33","07,11",3,5,14,20,33,7,11,75,30,3,2,18,4,2,0,2,2,1,2,0
8153,2008-12-29,"02,04,06,25,26","02,05",2,4,6,25,26,2,5,63,24,1,4,7,3,1,1,3,0,2,0,2
8154,2008-12-31,"05,07,10,29,32","04,06",5,7,10,29,32,4,6,83,27,3,2,10,2,0,2,3,0,2,0,2
9001,2009-01-03,"01,15,23,27,30","04,10",1,15,23,27,30,4,10,96,29,4,1,14,6,0,2,1,2,2,1,1
9002,2009-01-05,"01,04,07,12,30","05,10",1,4,7,12,30,5,10,54,29,2,3,15,5,1,1,4,0,1,1,1
9003,2009-01-07,"16,18,23,30,32","02,11",16,18,23,30,32,2,11,119,16,1,4,13,9,1,1,0,3,2,1,1
9004,2009-01-10,"01,03,22,32,35","06,10",1,3,22,32,35,6,10,93,34,3,2,16,4,0,2,2,1,2,1,1
9005,2009-01-12,"10,11,15,31,32","05,08",10,11,15,31,32,5,8,99,22,3,2,13,3,1,1,2,1,2,1,1
9006,2009-01-14,"02,04,22,31,35","09,12",2,4,22,31,35,9,12,94,33,2,3,21,3,1,1,2,1,2,2,0
9007,2009-01-17,"06,14,15,29,35","06,11",6,14,15,29,35,6,11,99,29,3,2,17,5,1,1,1,2,2,1,1
9008,2009-01-19,"04,17,21,29,31","02,12",4,17,21,29,31,2,12,102,27,4,1,14,10,0,2,1,2,2,1,1
9009,2009-01-21,"12,18,23,26,32","06,09",12,18,23,26,32,6,9,111,20,1,4,15,3,1,1,1,2,2,1,1
9010,2009-01-24,"02,09,12,21,29","07,11",2,9,12,21,29,7,11,73,27,3,2,18,4,2,0,3,1,1,2,0
9011,2009-02-02,"02,11,13,14,21","02,04",2,11,13,14,21,2,4,61,19,3,2,6,2,0,2,2,3,0,0,2
9012,2009-02-04,"02,05,20,25,31","10,12",2,5,20,25,31,10,12,83,29,3,2,22,2,0,2,2,1,2,2,0
9013,2009-02-07,"05,24,26,30,35","05,12",5,24,26,30,35,5,12,120,30,2,3,17,7,1,1,1,1,3,1,1
9014,2009-02-09,"08,14,15,25,26","07,09",8,14,15,25,26,7,9,88,18,2,3,16,2,2,0,1,2,2,2,0
9015,2009-02-11,"01,05,10,16,27","03,04",1,5,10,16,27,3,4,59,26,3,2,7,1,1,1,3,1,1,0,2
9016,2009-02-14,"10,11,20,26,27","09,11",10,11,20,26,27,9,11,94,17,2,3,20,2,2,0,2,1,2,2,0
9017,2009-02-16,"05,11,23,26,33","04,12",5,11,23,26,33,4,12,98,28,4,1,16,8,0,2,2,1,2,1,1
9018,2009-02-18,"01,06,13,28,29","03,09",1,6,13,28,29,3,9,77,28,3,2,12,6,2,0,2,1,2,1,1
9019,2009-02-21,"04,29,31,32,35","04,10",4,29,31,32,35,4,10,131,31,3,2,14,6,0,2,1,0,4,1,1
9020,2009-02-23,"05,16,18,32,35","02,11",5,16,18,32,35,2,11,106,30,2,3,13,9,1,1,1,2,2,1,1
9021,2009-02-25,"01,15,31,32,34","03,08",1,15,31,32,34,3,8,113,33,3,2,11,5,1,1,1,1,3,1,1
9022,2009-02-28,"12,14,17,34,35","04,11",12,14,17,34,35,4,11,112,23,2,3,15,7,1,1,1,2,2,1,1
9023,2009-03-02,"15,17,21,27,33","07,11",15,17,21,27,33,7,11,113,18,5,0,18,4,2,0,0,3,2,2,0
9024,2009-03-04,"29,31,32,33,35","10,11",29,31,32,33,35,10,11,160,6,4,1,21,1,1,1,0,0,5,2,0
9025,2009-03-07,"03,17,22,23,33","04,10",3,17,22,23,33,4,10,98,30,4,1,14,6,0,2,1,3,1,1,1
9026,2009-03-09,"24,30,31,32,34","10,12",24,30,31,32,34,10,12,151,10,1,4,22,2,0,2,0,1,4,2,0
9027,2009-03-11,"03,22,26,33,34","09,10",3,22,26,33,34,9,10,118,31,2,3,19,1,1,1,1,1,3,2,0
9028,2009-03-14,"06,20,30,32,35","09,11",6,20,30,32,35,9,11,123,29,1,4,20,2,2,0,1,1,3,2,0
9029,2009-03-16,"03,04,13,17,24","04,11",3,4,13,17,24,4,11,61,21,3,2,15,7,1,1,2,3,0,1,1
9030,2009-03-18,"01,07,27,30,32","01,04",1,7,27,30,32,1,4,97,31,3,2,5,3,1,1,2,0,3,0,2
9031,2009-03-21,"07,11,19,21,22","01,11",7,11,19,21,22,1,11,80,15,4,1,12,10,2,0,2,3,0,1,1
9032,2009-03-23,"04,12,20,26,29","06,10",4,12,20,26,29,6,10,91,25,1,4,16,4,0,2,2,1,2,1,1
9033,2009-03-25,"02,08,18,21,32","08,11",2,8,18,21,32,8,11,81,30,1,4,19,3,1,1,2,2,1,2,0
9034,2009-03-28,"05,19,31,32,35","04,09",5,19,31,32,35,4,9,122,30,4,1,13,5,1,1,1,1,3,1,1
9035,2009-03-30,"03,07,09,28,33","03,08",3,7,9,28,33,3,8,80,30,4,1,11,5,1,1,3,0,2,1,1
9036,2009-04-01,"02,12,26,31,33","09,10",2,12,26,31,33,9,10,104,31,2,3,19,1,1,1,2,0,3,2,0
9037,2009-04-04,"17,18,19,25,31","01,11",17,18,19,25,31,1,11,110,14,4,1,12,10,2,0,0,3,2,1,1
9038,2009-04-06,"06,17,20,29,32","04,05",6,17,20,29,32,4,5,104,26,2,3,9,1,1,1,1,2,2,0,2
9039,2009-04-08,"01,03,07,10,33","03,04",1,3,7,10,33,3,4,54,32,4,1,7,1,1,1,4,0,1,0,2
9040,2009-04-11,"03,16,30,32,33","01,10",3,16,30,32,33,1,10,114,30,2,3,11,9,1,1,1,1,3,1,1
9041,2009-04-13,"05,09,20,23,29","04,10",5,9,20,23,29,4,10,86,24,4,1,14,6,0,2,2,2,1,1,1
9042,2009-04-15,"11,24,25,26,31","02,07",11,24,25,26,31,2,7,117,20,3,2,9,5,1,1,1,1,3,1,1
9043,2009-04-18,"05,21,22,32,35","02,05",5,21,22,32,35,2,5,115,30,3,2,7,3,1,1,1,2,2,0,2
9044,2009-04-20,"01,07,18,29,34","03,09",1,7,18,29,34,3,9,89,33,3,2,12,6,2,0,2,1,2,1,1
9045,2009-04-22,"01,09,14,24,35","06,09",1,9,14,24,35,6,9,83,34,3,2,15,3,1,1,2,2,1,1,1
9046,2009-04-25,"01,09,24,34,35","04,09",1,9,24,34,35,4,9,103,34,3,2,13,5,1,1,2,1,2,1,1
9047,2009-04-27,"13,18,21,24,29","03,06",13,18,21,24,29,3,6,105,16,3,2,9,3,1,1,0,4,1,0,2
9048,2009-04-29,"05,06,22,25,27","11,12",5,6,22,25,27,11,12,85,22,3,2,23,1,1,1,2,1,2,2,0
9049,2009-05-02,"05,16,28,29,34","11,12",5,16,28,29,34,11,12,112,29,2,3,23,1,1,1,1,1,3,2,0
9050,2009-05-04,"05,15,28,32,33","08,09",5,15,28,32,33,8,9,113,28,3,2,17,1,1,1,1,1,3,2,0
9051,2009-05-06,"03,11,22,26,29","05,12",3,11,22,26,29,5,12,91,26,3,2,17,7,1,1,2,1,2,1,1
9052,2009-05-09,"23,24,30,34,35","01,03",23,24,30,34,35,1,3,146,12,2,3,4,2,2,0,0,2,3,0,2
9053,2009-05-11,"05,09,24,31,33","05,06",5,9,24,31,33,5,6,102,28,4,1,11,1,1,1,2,1,2,0,2
9054,2009-05-13,"02,12,19,29,30","07,12",2,12,19,29,30,7,12,92,28,2,3,19,5,1,1,2,1,2,2,0
9055,2009-05-16,"05,08,14,23,24","05,06",5,8,14,23,24,5,6,74,19,2,3,11,1,1,1,2,3,0,0,2
9056,2009-05-18,"04,13,17,32,35","03,06",4,13,17,32,35,3,6,101,31,3,2,9,3,1,1,1,2,2,0,2
9057,2009-05-20,"06,15,22,27,30","02,09",6,15,22,27,30,2,9,100,24,2,3,11,7,1,1,1,2,2,1,1
9058,2009-05-23,"08,10,14,27,32","02,07",8,10,14,27,32,2,7,91,24,1,4,9,5,1,1,2,1,2,1,1
9059,2009-05-25,"02,13,14,29,33","04,11",2,13,14,29,33,4,11,91,31,3,2,15,7,1,1,1,2,2,1,1
9060,2009-05-27,"18,28,29,30,31","04,08",18,28,29,30,31,4,8,136,13,2,3,12,4,0,2,0,1,4,1,1
9061,2009-05-30,"02,10,21,26,34","02,10",2,10,21,26,34,2,10,93,32,1,4,12,8,0,2,2,1,2,1,1
9062,2009-06-01,"04,22,23,29,31","05,11",4,22,23,29,31,5,11,109,27,3,2,16,6,2,0,1,2,2,1,1
9063,2009-06-03,"05,06,18,21,22","01,07",5,6,18,21,22,1,7,72,17,2,3,8,6,2,0,2,3,0,1,1
9064,2009-06-06,"06,10,11,17,34","11,12",6,10,11,17,34,11,12,78,28,2,3,23,1,1,1,3,1,1,2,0
9065,2009-06-08,"01,12,24,27,32","02,11",1,12,24,27,32,2,11,96,31,2,3,13,9,1,1,2,1,2,1,1
9066,2009-06-10,"01,08,19,24,31","06,12",1,8,19,24,31,6,12,83,30,3,2,18,6,0,2,2,2,1,1,1
9067,2009-06-13,"03,06,25,28,32","02,05",3,6,25,28,32,2,5,94,29,2,3,7,3,1,1,2,0,3,0,2
9068,2009-06-15,"02,12,15,20,28","01,12",2,12,15,20,28,1,12,77,26,1,4,13,11,1,1,2,2,1,1,1
9069,2009-06-17,"14,16,27,30,33","08,12",14,16,27,30,33,8,12,120,19,2,3,20,4,0,2,0,2,3,2,0
9070,2009-06-20,"10,21,24,30,31","03,10",10,21,24,30,31,3,10,116,21,2,3,13,7,1,1,1,2,2,1,1
9071,2009-06-22,"04,20,29,30,33","02,11",4,20,29,30,33,2,11,116,29,2,3,13,9,1,1,1,1,3,1,1
9072,2009-06-24,"23,26,29,32,33","05,10",23,26,29,32,33,5,10,143,10,3,2,15,5,1,1,0,1,4,1,1
9073,2009-06-27,"01,10,19,21,30","01,04",1,10,19,21,30,1,4,81,29,3,2,5,3,1,1,2,2,1,0,2
9074,2009-06-29,"15,17,19,23,32","01,11",15,17,19,23,32,1,11,106,17,4,1,12,10,2,0,0,4,1,1,1
9075,2009-07-01,"01,07,11,32,33","09,11",1,7,11,32,33,9,11,84,32,4,1,20,2,2,0,3,0,2,2,0
9076,2009-07-04,"03,09,11,18,24","04,05",3,9,11,18,24,4,5,65,21,3,2,9,1,1,1,3,2,0,0,2
9077,2009-07-06,"07,20,28,32,34","06,08",7,20,28,32,34,6,8,121,27,1,4,14,2,0,2,1,1,3,1,1
9078,2009-07-08,"11,23,26,31,34","05,11",11,23,26,31,34,5,11,125,23,3,2,16,6,2,0,1,1,3,1,1
9079,2009-07-11,"01,02,07,13,34","04,10",1,2,7,13,34,4,10,57,33,3,2,14,6,0,2,3,1,1,1,1
9080,2009-07-13,"07,16,19,29,35","02,11",7,16,19,29,35,2,11,106,28,4,1,13,9,1,1,1,2,2,1,1
9081,2009-07-15,"02,15,20,25,33","03,06",2,15,20,25,33,3,6,95,31,3,2,9,3,1,1,1,2,2,0,2
9082,2009-07-18,"05,11,26,29,32","08,11",5,11,26,29,32,8,11,103,27,3,2,19,3,1,1,2,0,3,2,0
9083,2009-07-20,"02,05,28,34,35","01,07",2,5,28,34,35,1,7,104,33,2,3,8,6,2,0,2,0,3,1,1
9084,2009-07-22,"05,09,19,26,35","02,10",5,9,19,26,35,2,10,94,30,4,1,12,8,0,2,2,1,2,1,1
9085,2009-07-25,"06,13,27,33,34","09,12",6,13,27,33,34,9,12,113,28,3,2,21,3,1,1,1,1,3,2,0
9086,2009-07-27,"01,02,07,26,29","10,12",1,2,7,26,29,10,12,65,28,3,2,22,2,0,2,3,0,2,2,0
9087,2009-07-29,"10,24,28,30,33","01,10",10,24,28,30,33,1,10,125,23,1,4,11,9,1,1,1,1,3,1,1
9088,2009-08-01,"13,16,27,32,34","03,09",13,16,27,32,34,3,9,122,21,2,3,12,6,2,0,0,2,3,1,1
9089,2009-08-03,"03,06,11,19,27","02,07",3,6,11,19,27,2,7,66,24,4,1,9,5,1,1,3,1,1,1,1
9090,2009-08-05,"18,25,30,33,34","04,10",18,25,30,33,34,4,10,140,16,2,3,14,6,0,2,0,1,4,1,1
9091,2009-08-08,"01,05,17,32,34","03,07",1,5,17,32,34,3,7,89,33,3,2,10,4,2,0,2,1,2,1,1
9092,2009-08-10,"10,21,22,27,29","08,12",10,21,22,27,29,8,12,109,19,3,2,20,4,0,2,1,2,2,2,0
9093,2009-08-12,"07,09,22,30,33","09,11",7,9,22,30,33,9,11,101,26,3,2,20,2,2,0,2,1,2,2,0
9094,2009-08-15,"01,05,21,23,29","05,12",1,5,21,23,29,5,12,79,28,5,0,17,7,1,1,2,2,1,1,1
9095,2009-08-17,"08,18,24,30,33","01,06",8,18,24,30,33,1,6,113,25,1,4,7,5,1,1,1,2,2,0,2
9096,2009-08-19,"07,12,28,32,33","01,03",7,12,28,32,33,1,3,112,26,2,3,4,2,2,0,2,0,3,0,2
9097,2009-08-22,"06,13,14,22,25","01,04",6,13,14,22,25,1,4,80,19,2,3,5,3,1,1,1,3,1,0,2
9098,2009-08-24,"11,17,19,25,26","02,10",11,17,19,25,26,2,10,98,15,4,1,12,8,0,2,1,2,2,1,1
9099,2009-08-26,"03,09,21,23,33","06,10",3,9,21,23,33,6,10,89,30,5,0,16,4,0,2,2,2,1,1,1
9100,2009-08-29,"16,20,25,29,33","01,08",16,20,25,29,33,1,8,123,17,3,2,9,7,1,1,0,2,3,1,1
9101,2009-08-31,"02,10,14,22,26","04,09",2,10,14,22,26,4,9,74,24,0,5,13,5,1,1,2,2,1,1,1
9102,2009-09-02,"11,13,29,32,35","10,12",11,13,29,32,35,10,12,120,24,4,1,22,2,0,2,1,1,3,2,0
9103,2009-09-05,"16,20,28,32,33","01,02",16,20,28,32,33,1,2,129,17,1,4,3,1,1,1,0,2,3,0,2
9104,2009-09-07,"15,25,29,32,33","10,11",15,25,29,32,33,10,11,134,18,4,1,21,1,1,1,0,1,4,2,0
9105,2009-09-09,"01,25,26,34,35","06,11",1,25,26,34,35,6,11,121,34,3,2,17,5,1,1,1,0,4,1,1
9106,2009-09-12,"11,21,22,25,34","06,09",11,21,22,25,34,6,9,113,23,3,2,15,3,1,1,1,2,2,1,1
9107,2009-09-14,"11,12,33,34,35","01,10",11,12,33,34,35,1,10,125,24,3,2,11,9,1,1,2,0,3,1,1
9108,2009-09-16,"01,09,14,29,30","07,10",1,9,14,29,30,7,10,83,29,3,2,17,3,1,1,2,1,2,2,0
9109,2009-09-19,"02,11,13,26,35","06,10",2,11,13,26,35,6,10,87,33,3,2,16,4,0,2,2,1,2,1,1
9110,2009-09-21,"22,28,30,31,34","07,09",22,28,30,31,34,7,9,145,12,1,4,16,2,2,0,0,1,4,2,0
9111,2009-09-23,"04,11,13,19,35","10,12",4,11,13,19,35,10,12,82,31,4,1,22,2,0,2,2,2,1,2,0
9112,2009-09-26,"02,08,12,34,35","04,05",2,8,12,34,35,4,5,91,33,1,4,9,1,1,1,3,0,2,0,2
9113,2009-09-28,"03,04,10,18,27","06,08",3,4,10,18,27,6,8,62,24,2,3,14,2,0,2,3,1,1,1,1
9114,2009-09-30,"02,08,25,29,33","03,07",2,8,25,29,33,3,7,97,31,3,2,10,4,2,0,2,0,3,1,1
9115,2009-10-03,"01,02,06,08,26","05,12",1,2,6,8,26,5,12,43,25,1,4,17,7,1,1,4,0,1,1,1
9116,2009-10-05,"12,15,23,30,33","09,12",12,15,23,30,33,9,12,113,21,3,2,21,3,1,1,1,2,2,2,0
9117,2009-10-07,"07,21,29,31,33","09,10",7,21,29,31,33,9,10,121,26,5,0,19,1,1,1,1,1,3,2,0
9118,2009-10-10,"10,17,18,21,34","05,11",10,17,18,21,34,5,11,100,24,2,3,16,6,2,0,1,3,1,1,1
9119,2009-10-12,"03,12,22,23,28","04,12",3,12,22,23,28,4,12,88,25,2,3,16,8,0,2,2,2,1,1,1
9120,2009-10-14,"11,23,27,28,32","02,05",11,23,27,28,32,2,5,121,21,3,2,7,3,1,1,1,1,3,0,2
9121,2009-10-17,"04,05,08,11,22","02,10",4,5,8,11,22,2,10,50,18,2,3,12,8,0,2,4,1,0,1,1
9122,2009-10-19,"01,02,11,31,33","05,06",1,2,11,31,33,5,6,78,32,4,1,11,1,1,1,3,0,2,0,2
9123,2009-10-21,"10,21,28,29,32","06,10",10,21,28,29,32,6,10,120,22,2,3,16,4,0,2,1,1,3,1,1
9124,2009-10-24,"01,03,14,32,35","07,11",1,3,14,32,35,7,11,85,34,3,2,18,4,2,0,2,1,2,2,0
9125,2009-10-26,"08,20,23,29,31","02,11",8,20,23,29,31,2,11,111,23,3,2,13,9,1,1,1,2,2,1,1
9126,2009-10-28,"14,23,27,28,33","08,12",14,23,27,28,33,8,12,125,19,3,2,20,4,0,2,0,2,3,2,0
9127,2009-10-31,"05,09,27,32,34","05,08",5,9,27,32,34,5,8,107,29,3,2,13,3,1,1,2,0,3,1,1
9128,2009-11-02,"06,21,28,32,34","04,07",6,21,28,32,34,4,7,121,28,1,4,11,3,1,1,1,1,3,1,1
9129,2009-11-04,"02,10,18,32,33","03,08",2,10,18,32,33,3,8,95,31,1,4,11,5,1,1,2,1,2,1,1
9130,2009-11-07,"09,14,25,32,34","02,08",9,14,25,32,34,2,8,114,25,2,3,10,6,0,2,1,1,3,1,1
9131,2009-11-09,"02,03,08,33,34","03,11",2,3,8,33,34,3,11,80,32,2,3,14,8,2,0,3,0,2,1,1
9132,2009-11-11,"02,10,12,15,28","04,07",2,10,12,15,28,4,7,67,26,1,4,11,3,1,1,3,1,1,1,1
9133,2009-11-14,"01,08,24,27,34","10,11",1,8,24,27,34,10,11,94,33,2,3,21,1,1,1,2,1,2,2,0
9134,2009-11-16,"02,16,19,28,33","07,11",2,16,19,28,33,7,11,98,31,2,3,18,4,2,0,1,2,2,2,0
9135,2009-11-18,"06,08,15,20,32","05,06",6,8,15,20,32,5,6,81,26,1,4,11,1,1,1,2,2,1,0,2
9136,2009-11-21,"07,13,23,24,29","06,10",7,13,23,24,29,6,10,96,22,4,1,16,4,0,2,1,3,1,1,1
9137,2009-11-23,"12,28,29,30,34","01,09",12,28,29,30,34,1,9,133,22,1,4,10,8,2,0,1,0,4,1,1
9138,2009-11-25,"03,04,14,28,32","09,10",3,4,14,28,32,9,10,81,29,1,4,19,1,1,1,2,1,2,2,0
9139,2009-11-28,"14,16,20,22,32","05,09",14,16,20,22,32,5,9,104,18,0,5,14,4,2,0,0,4,1,1,1
9140,2009-11-30,"07,08,19,26,30","01,12",7,8,19,26,30,1,12,90,23,2,3,13,11,1,1,2,1,2,1,1
9141,2009-12-02,"13,14,21,30,33","02,08",13,14,21,30,33,2,8,111,20,3,2,10,6,0,2,0,3,2,1,1
9142,2009-12-05,"05,06,13,24,31","03,11",5,6,13,24,31,3,11,79,26,3,2,14,8,2,0,2,2,1,1,1
9143,2009-12-07,"01,09,10,11,22","01,12",1,9,10,11,22,1,12,53,21,3,2,13,11,1,1,4,1,0,1,1
9144,2009-12-09,"18,26,32,33,34","04,06",18,26,32,33,34,4,6,143,16,1,4,10,2,0,2,0,1,4,0,2
9145,2009-12-12,"05,11,14,22,35","03,10",5,11,14,22,35,3,10,87,30,3,2,13,7,1,1,2,2,1,1,1
9146,2009-12-14,"11,17,23,24,25","03,06",11,17,23,24,25,3,6,100,14,4,1,9,3,1,1,1,3,1,0,2
9147,2009-12-16,"06,12,18,22,29","05,08",6,12,18,22,29,5,8,87,23,1,4,13,3,1,1,2,2,1,1,1
9148,2009-12-19,"02,04,13,14,33","01,09",2,4,13,14,33,1,9,66,31,2,3,10,8,2,0,2,2,1,1,1
9149,2009-12-21,"01,03,10,12,20","02,07",1,3,10,12,20,2,7,46,19,2,3,9,5,1,1,4,1,0,1,1
9150,2009-12-23,"04,11,18,25,34","05,07",4,11,18,25,34,5,7,92,30,2,3,12,2,2,0,2,1,2,1,1
9151,2009-12-26,"03,08,14,30,31","04,09",3,8,14,30,31,4,9,86,28,2,3,13,5,1,1,2,1,2,1,1
9152,2009-12-28,"01,23,29,30,32","07,12",1,23,29,30,32,7,12,115,31,3,2,19,5,1,1,1,1,3,2,0
9153,2009-12-30,"21,22,30,32,34","03,07",21,22,30,32,34,3,7,139,13,1,4,10,4,2,0,0,2,3,1,1
10001,2010-01-02,"02,06,07,12,27","02,08",2,6,7,12,27,2,8,54,25,2,3,10,6,0,2,4,0,1,1,1
10002,2010-01-04,"04,23,25,26,30","07,10",4,23,25,26,30,7,10,108,26,2,3,17,3,1,1,1,1,3,2,0
10003,2010-01-06,"05,14,23,27,30","02,08",5,14,23,27,30,2,8,99,25,3,2,10,6,0,2,1,2,2,1,1
10004,2010-01-09,"03,06,21,24,34","04,06",3,6,21,24,34,4,6,88,31,2,3,10,2,0,2,2,2,1,0,2
10005,2010-01-11,"04,17,19,22,30","02,03",4,17,19,22,30,2,3,92,26,2,3,5,1,1,1,1,3,1,0,2
10006,2010-01-13,"03,13,19,30,34","02,05",3,13,19,30,34,2,5,99,31,3,2,7,3,1,1,1,2,2,0,2
10007,2010-01-16,"07,23,26,29,32","08,11",7,23,26,29,32,8,11,117,25,3,2,19,3,1,1,1,1,3,2,0
10008,2010-01-18,"11,23,25,31,32","05,11",11,23,25,31,32,5,11,122,21,4,1,16,6,2,0,1,1,3,1,1
10009,2010-01-20,"02,05,13,27,32","03,11",2,5,13,27,32,3,11,79,30,3,2,14,8,2,0,2,1,2,1,1
10010,2010-01-23,"15,22,24,32,35","02,09",15,22,24,32,35,2,9,128,20,2,3,11,7,1,1,0,3,2,1,1
10011,2010-01-25,"02,03,11,27,32","08,11",2,3,11,27,32,8,11,75,30,3,2,19,3,1,1,3,0,2,2,0
10012,2010-01-27,"20,24,30,31,33","05,12",20,24,30,31,33,5,12,138,13,2,3,17,7,1,1,0,2,3,1,1
10013,2010-01-30,"18,21,22,26,34","09,12",18,21,22,26,34,9,12,121,16,1,4,21,3,1,1,0,3,2,2,0
10014,2010-02-01,"18,19,30,33,35","02,04",18,19,30,33,35,2,4,135,17,3,2,6,2,0,2,0,2,3,0,2
10015,2010-02-03,"03,10,14,18,28","08,10",3,10,14,18,28,8,10,73,25,1,4,18,2,0,2,2,2,1,2,0
10016,2010-02-06,"10,12,20,23,32","04,10",10,12,20,23,32,4,10,97,22,1,4,14,6,0,2,2,2,1,1,1
10017,2010-02-08,"13,21,23,27,34","09,12",13,21,23,27,34,9,12,118,21,4,1,21,3,1,1,0,3,2,2,0
10018,2010-02-10,"03,10,26,32,33","04,12",3,10,26,32,33,4,12,104,30,2,3,16,8,0,2,2,0,3,1,1
10019,2010-02-20,"03,11,19,26,27","02,09",3,11,19,26,27,2,9,86,24,4,1,11,7,1,1,2,1,2,1,1
10020,2010-02-22,"08,18,26,32,33","01,06",8,18,26,32,33,1,6,117,25,1,4,7,5,1,1,1,1,3,0,2
10021,2010-02-24,"11,20,23,24,25","07,09",11,20,23,24,25,7,9,103,14,3,2,16,2,2,0,1,3,1,2,0
10022,2010-02-27,"02,11,13,14,25","02,05",2,11,13,14,25,2,5,65,23,3,2,7,3,1,1,2,2,1,0,2
10023,2010-03-01,"11,13,29,32,33","02,08",11,13,29,32,33,2,8,118,22,4,1,10,6,0,2,1,1,3,1,1
10024,2010-03-03,"03,14,19,24,25","04,11",3,14,19,24,25,4,11,85,22,3,2,15,7,1,1,1,3,1,1,1
